FIPS,Admin2,Province_State,Country_Region,Lat,Long_,Confirmed,Deaths,Recovered,Active
29217,Vernon,Missouri,US,37.8457799,-94.34127305,4,0,0,4
21115,Johnson,Kentucky,US,37.85106355,-82.8264322,3,0,0,3
,Southwest Utah,Utah,US,37.85447192,-111.4418764,98,2,0,96
20011,Bourbon,Kansas,US,37.85508555,-94.84865997,6,1,0,5
21113,Jessamine,Kentucky,US,37.87119786,-84.58252003,41,0,0,41
29161,Phelps,Missouri,US,37.87736118,-91.79351727,2,0,0,2
20073,Greenwood,Kansas,US,37.8774388,-96.23250453,3,0,0,3
20207,Woodson,Kansas,US,37.8865336,-95.74006277,5,0,0,5
20047,Edwards,Kansas,US,37.88735543,-99.31263309,3,0,0,3
29186,Ste. Genevieve,Missouri,US,37.89090059,-90.1949941,7,1,0,6
51133,Northumberland,Virginia,US,37.89202088,-76.41949732,9,0,0,9
8089,Otero,Colorado,US,37.9014485,-103.7173385,10,1,0,9
6013,Contra Costa,California,US,37.91923498,-121.9289527,891,27,0,864
21175,Morgan,Kentucky,US,37.92465657,-83.25558245,1,0,0,1
51057,Essex,Virginia,US,37.93357639,-76.94230311,7,0,0,7
6077,San Joaquin,California,US,37.93433732,-121.2730061,543,25,0,518
51159,Richmond,Virginia,US,37.937575,-76.72920628,144,0,0,144
6051,Mono,California,US,37.93899289,-118.8872409,26,1,0,25
21165,Menifee,Kentucky,US,37.94090733,-83.59985712,3,0,0,3
54025,Greenbrier,West Virginia,US,37.9463652,-80.45335881,3,0,0,3
20155,Reno,Kansas,US,37.95230263,-98.08607292,36,0,0,36
8099,Prowers,Colorado,US,37.95544985,-102.3926052,1,0,0,1
29221,Washington,Missouri,US,37.96130078,-90.87948158,8,1,0,7
21163,Meade,Kentucky,US,37.96163597,-86.21028219,12,1,0,11
21049,Clark,Kentucky,US,37.9689263,-84.14615986,21,0,0,21
21029,Bullitt,Kentucky,US,37.97162523,-85.68955617,53,2,0,51
29055,Crawford,Missouri,US,37.97663738,-91.30528104,8,0,0,8
51109,Louisa,Virginia,US,37.97850256,-77.96274807,43,0,0,43
17055,Franklin,Illinois,US,37.99189086,-88.92567818,8,0,0,8
20075,Hamilton,Kansas,US,37.99978709,-101.7921066,2,0,0,2
20093,Kearny,Kansas,US,38.00017981,-101.321681,16,0,0,16
8113,San Miguel,Colorado,US,38.00450883,-108.4020725,19,0,0,19
21005,Anderson,Kentucky,US,38.00671029,-84.99171713,8,1,0,7
18147,Spencer,Indiana,US,38.01519732,-87.0079644,5,0,0,5
54005,Boone,West Virginia,US,38.01974191,-81.69888019,3,0,0,3
51003,Albemarle,Virginia,US,38.02080697,-78.55481085,103,4,0,99
18129,Posey,Indiana,US,38.02097333,-87.86480429,11,0,0,11
29029,Camden,Missouri,US,38.02199522,-92.76083747,35,1,0,34
6109,Tuolumne,California,US,38.02644018,-119.9525093,4,0,0,4
18163,Vanderburgh,Indiana,US,38.02658833,-87.58763124,135,1,0,134
51033,Caroline,Virginia,US,38.02679129,-77.34901405,27,1,0,26
54019,Fayette,West Virginia,US,38.02974928,-81.08286634,13,0,0,13
20185,Stafford,Kansas,US,38.03100851,-98.71762001,1,0,0,1
21215,Spencer,Kentucky,US,38.03223971,-85.32749335,13,0,0,13
21173,Montgomery,Kentucky,US,38.03253032,-83.9145241,11,0,0,11
51540,Charlottesville,Virginia,US,38.03527919,-78.48569588,56,2,0,54
21067,Fayette,Kentucky,US,38.0368225,-84.45576892,248,9,0,239
29185,St. Clair,Missouri,US,38.03699437,-93.77631447,2,0,0,2
21239,Woodford,Kentucky,US,38.04178222,-84.7417556,18,0,0,18
32023,Nye,Nevada,US,38.04264256,-116.4722702,36,0,0,36
20079,Harvey,Kansas,US,38.04293782,-97.42747573,7,0,0,7
20055,Finney,Kansas,US,38.04340344,-100.7381938,404,1,0,403
17157,Randolph,Illinois,US,38.05095369,-89.82512254,156,1,0,155
51017,Bath,Virginia,US,38.05852573,-79.73912095,0,0,0,0
51820,Waynesboro,Virginia,US,38.06451466,-78.90293905,11,0,0,11
6041,Marin,California,US,38.07122463,-122.7210631,235,13,0,222
21127,Lawrence,Kentucky,US,38.07136018,-82.72882223,1,0,0,1
18123,Perry,Indiana,US,38.07809328,-86.63741946,10,0,0,10
8109,Saguache,Colorado,US,38.08054629,-106.282466,4,0,0,4
17065,Hamilton,Illinois,US,38.08163641,-88.53883373,2,0,0,2
17145,Perry,Illinois,US,38.08510853,-89.36856219,21,0,0,21
17193,White,Illinois,US,38.08706198,-88.17657461,2,0,0,2
18173,Warrick,Indiana,US,38.08922676,-87.2716085,96,14,0,82
8027,Custer,Colorado,US,38.10883162,-105.3683478,2,0,0,2
51193,Westmoreland,Virginia,US,38.11021557,-76.80213247,21,0,0,21
24039,Somerset,Maryland,US,38.1163542,-75.75118623,26,0,0,26
8091,Ouray,Colorado,US,38.14717457,-107.7675136,5,1,0,4
21011,Bath,Kentucky,US,38.14735938,-83.74588932,4,1,0,3
54099,Wayne,West Virginia,US,38.14901357,-82.42287994,85,7,0,78
51790,Staunton,Virginia,US,38.15965544,-79.05979937,12,0,0,12
29125,Maries,Missouri,US,38.16193985,-91.92249662,2,0,0,2
51015,Augusta,Virginia,US,38.16404586,-79.12461614,43,1,0,42
54043,Lincoln,West Virginia,US,38.172154,-82.07017953,2,0,0,2
8101,Pueblo,Colorado,US,38.17359144,-104.5127437,139,10,0,129
51177,Spotsylvania,Virginia,US,38.18574462,-77.655399,143,3,0,140
21111,Jefferson,Kentucky,US,38.18664655,-85.65931031,1307,91,0,1216
18061,Harrison,Indiana,US,38.19467379,-86.10948271,129,8,0,121
21205,Rowan,Kentucky,US,38.19484205,-83.42088935,2,0,0,2
6009,Calaveras,California,US,38.20537103,-120.552913,13,0,0,13
21017,Bourbon,Kentucky,US,38.2054607,-84.21827874,8,1,0,7
20107,Linn,Kansas,US,38.21267844,-94.84254089,6,0,0,6
24047,Worcester,Maryland,US,38.21274277,-75.33200012,61,2,0,59
20003,Anderson,Kansas,US,38.21413251,-95.29272815,0,0,0,0
29131,Miller,Missouri,US,38.21450288,-92.42610898,1,0,0,1
21211,Shelby,Kentucky,US,38.21476019,-85.194223,30,3,0,27
20031,Coffey,Kansas,US,38.2365018,-95.73379515,48,8,0,40
21073,Franklin,Kentucky,US,38.2379395,-84.87962551,16,0,0,16
51137,Orange,Virginia,US,38.24530219,-78.015604,31,0,0,31
29013,Bates,Missouri,US,38.25271289,-94.34113157,6,1,0,5
29099,Jefferson,Missouri,US,38.25926778,-90.53870896,274,8,0,266
51099,King George,Virginia,US,38.26818502,-77.15852768,32,4,0,28
6095,Solano,California,US,38.26827353,-121.9357113,263,5,0,258
17133,Monroe,Illinois,US,38.27594376,-90.17761038,70,10,0,60
18025,Crawford,Indiana,US,38.28814402,-86.44518825,18,0,0,18
29015,Benton,Missouri,US,38.29503305,-93.28756116,8,0,0,8
51079,Greene,Virginia,US,38.29545894,-78.46525378,10,1,0,9
54067,Nicholas,West Virginia,US,38.29617706,-80.79759588,6,0,0,6
21209,Scott,Kentucky,US,38.29622293,-84.5816631,24,0,0,24
51630,Fredericksburg,Virginia,US,38.2977863,-77.4922454,33,0,0,33
17081,Jefferson,Illinois,US,38.29980057,-88.9240025,83,12,0,71
24037,St. Mary's,Maryland,US,38.30058422,-76.6062928,150,8,0,142
20017,Chase,Kansas,US,38.30292938,-96.59563862,3,0,0,3
18051,Gibson,Indiana,US,38.30393723,-87.58054938,7,0,0,7
21043,Carter,Kentucky,US,38.31690743,-83.05092385,5,0,0,5
18043,Floyd,Indiana,US,38.32117957,-85.90385377,178,16,0,162
8025,Crowley,Colorado,US,38.32608609,-103.7844965,2,1,0,1
54075,Pocahontas,West Virginia,US,38.32758728,-80.00993811,2,0,0,2
21181,Nicholas,Kentucky,US,38.33342292,-84.01889177,1,0,0,1
54039,Kanawha,West Virginia,US,38.33860077,-81.52857054,160,5,0,155
20159,Rice,Kansas,US,38.34616184,-98.19992118,3,0,0,3
17189,Washington,Illinois,US,38.35309213,-89.40982703,10,0,0,10
51091,Highland,Virginia,US,38.35799465,-79.56124594,2,0,0,2
20115,Marion,Kansas,US,38.35855394,-97.0985251,5,1,0,4
21019,Boyd,Kentucky,US,38.36176608,-82.68652187,31,3,0,28
18037,Dubois,Indiana,US,38.36597551,-86.8792417,23,0,0,23
21069,Fleming,Kentucky,US,38.36758311,-83.69657514,2,0,0,2
24045,Wicomico,Maryland,US,38.37301947,-75.62705831,406,7,0,399
29083,Henry,Missouri,US,38.38482826,-93.79293734,8,1,0,7
20113,McPherson,Kansas,US,38.39184858,-97.64769869,22,0,0,22
21185,Oldham,Kentucky,US,38.39791089,-85.448222,29,0,0,29
18125,Pike,Indiana,US,38.40112197,-87.23574907,1,0,0,1
8085,Montrose,Colorado,US,38.40214114,-108.2639022,96,11,0,85
29071,Franklin,Missouri,US,38.41127108,-91.07522826,114,12,0,102
51113,Madison,Virginia,US,38.41531222,-78.28220331,14,0,0,14
51179,Stafford,Virginia,US,38.41758738,-77.45917053,240,2,0,238
29141,Morgan,Missouri,US,38.4181765,-92.88791859,3,0,0,3
54011,Cabell,West Virginia,US,38.42424062,-82.23855912,42,0,0,42
17191,Wayne,Illinois,US,38.42955355,-88.42586459,2,0,0,2
51660,Harrisonburg,Virginia,US,38.43542574,-78.87536254,426,11,0,415
29073,Gasconade,Missouri,US,38.43947277,-91.50847147,2,0,0,2
21097,Harrison,Kentucky,US,38.44188174,-84.32869741,17,0,0,17
17185,Wabash,Illinois,US,38.44272901,-87.84922065,1,0,0,1
6005,Amador,California,US,38.44583082,-120.65696,8,0,0,8
21103,Henry,Kentucky,US,38.44942688,-85.11587507,6,0,0,6
6067,Sacramento,California,US,38.45106826,-121.3425374,1077,43,0,1034
24019,Dorchester,Maryland,US,38.45413522,-76.02752426,51,2,0,49
20111,Lyon,Kansas,US,38.45576156,-96.15275715,218,1,0,217
29151,Osage,Missouri,US,38.46036182,-91.8613635,5,0,0,5
17163,St. Clair,Illinois,US,38.46996033,-89.93063427,475,30,0,445
8043,Fremont,Colorado,US,38.47362326,-105.4399667,22,0,0,22
20009,Barton,Kansas,US,38.47889676,-98.75636726,9,0,0,9
18019,Clark,Indiana,US,38.48015445,-85.70510334,293,14,0,279
51047,Culpeper,Virginia,US,38.48199985,-77.9563087,141,3,0,138
20171,Scott,Kansas,US,38.48222076,-100.9066539,0,0,0,0
29051,Cole,Missouri,US,38.50455671,-92.27860244,51,1,0,50
6055,Napa,California,US,38.50735751,-122.332839,67,2,0,65
54079,Putnam,West Virginia,US,38.50782345,-81.9082131,25,0,0,25
51165,Rockingham,Virginia,US,38.51006137,-78.87260325,240,1,0,239
24017,Charles,Maryland,US,38.51092331,-76.98580666,564,44,0,520
21187,Owen,Kentucky,US,38.51679143,-84.82404619,1,0,0,1
6097,Sonoma,California,US,38.52746429,-122.8862506,232,2,0,230
21135,Lewis,Kentucky,US,38.53184419,-83.37735618,3,0,0,3
32021,Mineral,Nevada,US,38.53841696,-118.4344506,4,0,0,4
24009,Calvert,Maryland,US,38.53961642,-76.56820632,150,8,0,142
18117,Orange,Indiana,US,38.5411892,-86.49523093,76,9,0,67
21089,Greenup,Kentucky,US,38.54332505,-82.9215658,11,0,0,11
20121,Miami,Kansas,US,38.56383358,-94.83832189,5,0,0,5
20059,Franklin,Kansas,US,38.56443815,-95.28644341,14,0,0,14
21161,Mason,Kentucky,US,38.59471935,-83.82151043,6,0,0,6
6003,Alpine,California,US,38.59678594,-119.8223594,2,0,0,2
39087,Lawrence,Ohio,US,38.59743452,-82.53466552,24,0,0,24
18175,Washington,Indiana,US,38.60219804,-86.1049363,43,0,0,43
17027,Clinton,Illinois,US,38.60704876,-89.42385254,106,3,0,103
21223,Trimble,Kentucky,US,38.61056487,-85.33775972,3,0,0,3
51139,Page,Virginia,US,38.61807452,-78.48797204,100,1,0,99
29510,St. Louis City,Missouri,US,38.63555736,-90.24349225,1145,64,0,1081
29135,Moniteau,Missouri,US,38.63571781,-92.57976951,52,0,0,52
29189,St. Louis,Missouri,US,38.6377004,-90.4458375,3136,162,0,2974
29037,Cass,Missouri,US,38.64789422,-94.353399,62,6,0,56
21081,Grant,Kentucky,US,38.64962758,-84.62415957,21,3,0,18
17121,Marion,Illinois,US,38.64963204,-88.91899208,33,0,0,33
20139,Osage,Kansas,US,38.65235984,-95.72707998,5,0,0,5
10005,Sussex,Delaware,US,38.66143781,-75.39031349,2216,58,0,2158
21041,Carroll,Kentucky,US,38.66599534,-85.12601074,2,0,0,2
8051,Gunnison,Colorado,US,38.66611652,-107.0320729,166,5,0,161
6113,Yolo,California,US,38.68278902,-121.9018288,164,16,0,148
51157,Rappahannock,Virginia,US,38.68295619,-78.15826963,5,0,0,5
54071,Pendleton,West Virginia,US,38.68314479,-79.35084086,3,0,0,3
18143,Scott,Indiana,US,38.68672078,-85.74627859,46,2,0,44
20127,Morris,Kansas,US,38.68827511,-96.65128437,3,0,0,3
18083,Knox,Indiana,US,38.68861576,-87.4194665,20,0,0,20
21023,Bracken,Kentucky,US,38.69158994,-84.08532444,7,0,0,7
21191,Pendleton,Kentucky,US,38.69607718,-84.35599463,6,0,0,6
54007,Braxton,West Virginia,US,38.70036159,-80.72011184,2,0,0,2
18027,Daviess,Indiana,US,38.70186039,-87.07185406,47,11,0,36
51153,Prince William,Virginia,US,38.70916224,-77.48713689,1645,24,0,1621
18101,Martin,Indiana,US,38.7099921,-86.80373186,7,0,0,7
17159,Richland,Illinois,US,38.71240969,-88.08475366,3,0,0,3
54087,Roane,West Virginia,US,38.71622686,-81.35243568,6,0,0,6
17101,Lawrence,Illinois,US,38.71987914,-87.72884035,3,0,0,3
29159,Pettis,Missouri,US,38.72798918,-93.28471706,35,0,0,35
51061,Fauquier,Virginia,US,38.73564842,-77.80647472,111,2,0,109
51683,Manassas,Virginia,US,38.7464321,-77.48509905,216,2,0,214
29101,Johnson,Missouri,US,38.74719601,-93.80691168,54,0,0,54
8015,Chaffee,Colorado,US,38.74745778,-106.1926573,66,15,0,51
17025,Clay,Illinois,US,38.75388572,-88.48914513,2,0,0,2
21077,Gallatin,Kentucky,US,38.75398691,-84.8558382,1,0,0,1
29219,Warren,Missouri,US,38.76529479,-91.16124662,22,0,0,22
24041,Talbot,Maryland,US,38.76618159,-76.10882561,35,1,0,34
54083,Randolph,West Virginia,US,38.769899,-79.87919615,4,0,0,4
51685,Manassas Park,Virginia,US,38.77058531,-77.44399307,61,1,0,60
54053,Mason,West Virginia,US,38.77071799,-82.02524219,12,0,0,12
29183,St. Charles,Missouri,US,38.77875681,-90.66662425,596,34,0,562
6017,El Dorado,California,US,38.77965956,-120.5233166,44,0,0,44
20169,Saline,Kansas,US,38.78369175,-97.65185177,21,2,0,19
18077,Jefferson,Indiana,US,38.78576239,-85.43633383,26,0,0,26
39145,Scioto,Ohio,US,38.80270163,-82.98907345,10,0,0,10
51510,Alexandria,Virginia,US,38.814003,-77.08183073,754,21,0,733
39053,Gallia,Ohio,US,38.82708533,-82.31647569,6,1,0,5
18155,Switzerland,Indiana,US,38.82767338,-85.03022429,15,0,0,15
17119,Madison,Illinois,US,38.83042506,-89.90422563,333,21,0,312
24033,Prince George's,Maryland,US,38.83070039,-76.8496441,6043,240,0,5803
8041,El Paso,Colorado,US,38.83240149,-104.5251411,932,70,0,862
29027,Callaway,Missouri,US,38.83674754,-91.92186505,22,1,0,21
51059,Fairfax,Virginia,US,38.83677558,-77.27565836,3611,134,0,3477
18093,Lawrence,Indiana,US,38.84112637,-86.48361629,99,13,0,86
54035,Jackson,West Virginia,US,38.84263974,-81.68148753,130,13,0,117
29053,Cooper,Missouri,US,38.844478,-92.80896081,7,0,0,7
39001,Adams,Ohio,US,38.84541072,-83.4718964,4,0,0,4
51600,Fairfax City,Virginia,US,38.85157547,-77.2977964,27,2,0,25
51171,Shenandoah,Virginia,US,38.85905135,-78.56813762,108,2,0,106
,,,Tajikistan,38.861034,71.276093,15,0,0,15
8029,Delta,Colorado,US,38.86246243,-107.8631342,44,1,0,43
20041,Dickinson,Kansas,US,38.86600962,-97.15532383,2,0,0,2
24011,Caroline,Maryland,US,38.87172293,-75.82904158,71,0,0,71
51013,Arlington,Virginia,US,38.8767675,-77.10139853,967,41,0,926
8119,Teller,Colorado,US,38.88133511,-105.1614893,28,2,0,26
51610,Falls Church,Virginia,US,38.88485255,-77.17560759,26,2,0,24
20045,Douglas,Kansas,US,38.88503636,-95.2925121,50,0,0,50
20091,Johnson,Kansas,US,38.88548175,-94.82250877,464,40,0,424
17005,Bond,Illinois,US,38.88829622,-89.43534887,6,1,0,5
54097,Upshur,West Virginia,US,38.89285061,-80.23689136,4,0,0,4
11001,District of Columbia,District of Columbia,US,38.90417773,-77.01655992,4323,224,0,4099
51187,Warren,Virginia,US,38.90847745,-78.20280433,52,0,0,52
18071,Jackson,Indiana,US,38.9091582,-86.03851889,138,1,0,137
32005,Douglas,Nevada,US,38.912862,-119.6171333,19,0,0,19
20051,Ellis,Kansas,US,38.91458712,-99.31751551,8,0,0,8
20063,Gove,Kansas,US,38.91588178,-100.4829321,1,0,0,1
54021,Gilmer,West Virginia,US,38.9251277,-80.85952723,2,0,0,2
39015,Brown,Ohio,US,38.93416837,-83.86788395,11,1,0,10
21117,Kenton,Kentucky,US,38.93950319,-84.53241199,276,20,0,256
29139,Montgomery,Missouri,US,38.94022054,-91.47000721,7,0,0,7
21037,Campbell,Kentucky,US,38.94384345,-84.37875208,89,9,0,80
20197,Wabaunsee,Kansas,US,38.95471985,-96.20350509,21,0,0,21
18115,Ohio,Indiana,US,38.955305,-84.96515993,4,0,0,4
,,,Turkey,38.9637,35.2433,120204,3174,48886,68144
21015,Boone,Kentucky,US,38.97065142,-84.72615357,138,2,0,136
8073,Lincoln,Colorado,US,38.98749519,-103.5136649,3,0,0,3
29019,Boone,Missouri,US,38.99186229,-92.30723575,100,1,0,99
54041,Lewis,West Virginia,US,38.9947249,-80.49988181,4,0,0,4
18079,Jennings,Indiana,US,38.99588883,-85.62710784,75,2,0,73
,Southeast Utah,Utah,US,38.99617072,-110.7013958,12,0,0,12
20061,Geary,Kansas,US,38.99871131,-96.7577178,11,0,0,11
17051,Fayette,Illinois,US,39.00072038,-89.02452658,16,2,0,14
17033,Crawford,Illinois,US,39.0032229,-87.75954624,10,0,0,10
24003,Anne Arundel,Maryland,US,39.00670238,-76.60329337,1725,91,0,1634
54031,Hardy,West Virginia,US,39.00683177,-78.85855301,5,0,0,5
29095,Jackson,Missouri,US,39.01002188,-94.34724536,315,14,0,301
17079,Jasper,Illinois,US,39.01054275,-88.15437049,44,5,0,39
32019,Lyon,Nevada,US,39.01777974,-119.1870479,28,0,0,28
8077,Mesa,Colorado,US,39.01787888,-108.469799,46,0,0,46
39079,Jackson,Ohio,US,39.01914254,-82.6181856,4,0,0,4
54105,Wirt,West Virginia,US,39.02775007,-81.37473928,3,0,0,3
6101,Sutter,California,US,39.03417539,-121.6945899,30,2,0,28
18055,Greene,Indiana,US,39.03630547,-86.96223202,56,6,0,50
20177,Shawnee,Kansas,US,39.04100763,-95.7557264,117,5,0,112
39025,Clermont,Ohio,US,39.04847534,-84.15375786,88,3,0,85
29113,Lincoln,Missouri,US,39.05345619,-90.95588181,70,1,0,69
17049,Effingham,Illinois,US,39.05935711,-88.58969584,5,1,0,4
6061,Placer,California,US,39.06167234,-120.7240569,147,8,0,139
24035,Queen Anne's,Maryland,US,39.06198912,-76.03530977,52,6,0,46
29107,Lafayette,Missouri,US,39.06986886,-93.78076396,37,1,0,36
,,,Greece,39.0742,21.8243,2591,140,1374,1077
39131,Pike,Ohio,US,39.07634001,-83.06769584,3,0,0,3
10001,Kent,Delaware,US,39.08646628,-75.56884914,759,26,0,733
17083,Jersey,Illinois,US,39.08869046,-90.35393073,12,1,0,11
18153,Sullivan,Indiana,US,39.08952258,-87.41414469,16,0,0,16
51107,Loudoun,Virginia,US,39.08990083,-77.63481877,746,15,0,731
39105,Meigs,Ohio,US,39.09224872,-82.0305041,2,0,0,2
,Kansas City,Missouri,US,39.0997,-94.5786,545,16,0,529
6033,Lake,California,US,39.10124298,-122.7536244,6,0,0,6
18137,Ripley,Indiana,US,39.10235626,-85.26212744,92,5,0,87
54023,Grant,West Virginia,US,39.10314817,-79.19440518,1,0,0,1
54093,Tucker,West Virginia,US,39.11240885,-79.57053576,4,0,0,4
51043,Clarke,Virginia,US,39.11271747,-77.99199425,8,0,0,8
20209,Wyandotte,Kansas,US,39.11727348,-94.76378225,677,55,0,622
8093,Park,Colorado,US,39.120926,-105.7182065,11,0,0,11
54001,Barbour,West Virginia,US,39.1307219,-80.00350858,5,1,0,4
20143,Ottawa,Kansas,US,39.13237408,-97.65020313,4,0,0,4
24031,Montgomery,Maryland,US,39.13676329,-77.20358245,4300,255,0,4045
29195,Saline,Missouri,US,39.13734288,-93.20259964,188,0,0,188
29089,Howard,Missouri,US,39.1435761,-92.69756691,2,0,0,2
18029,Dearborn,Indiana,US,39.14647946,-84.97333539,104,6,0,98
34009,Cape May,New Jersey,US,39.15008829,-74.80170244,323,22,0,301
32510,Carson City,Nevada,US,39.15509045,-119.7480219,45,1,0,44
18105,Monroe,Indiana,US,39.16130004,-86.52414358,123,8,0,115
17013,Calhoun,Illinois,US,39.16840183,-90.66330078,1,0,0,1
51840,Winchester,Virginia,US,39.17054517,-78.17325058,37,0,0,37
6011,Colusa,California,US,39.17881957,-122.2331726,3,0,0,3
39071,Highland,Ohio,US,39.1839264,-83.60331456,11,1,0,10
18013,Brown,Indiana,US,39.19605589,-86.22868909,15,1,0,14
39061,Hamilton,Ohio,US,39.19673558,-84.54502924,1218,71,0,1147
51069,Frederick,Virginia,US,39.20172582,-78.25974949,105,1,0,104
20103,Leavenworth,Kansas,US,39.20183497,-95.03620809,356,4,0,352
8065,Lake,Colorado,US,39.20278823,-106.3555697,18,0,0,18
18005,Bartholomew,Indiana,US,39.20744865,-85.89558181,250,12,0,238
54107,Wood,West Virginia,US,39.20967886,-81.5162836,38,2,0,36
29007,Audrain,Missouri,US,39.215877,-91.84242683,1,0,0,1
8097,Pitkin,Colorado,US,39.21720112,-106.9310027,65,2,0,63
17135,Montgomery,Illinois,US,39.23198845,-89.47809254,26,1,0,25
20087,Jefferson,Kansas,US,39.2347941,-95.38289232,9,0,0,9
24029,Kent,Maryland,US,39.24976208,-76.04741541,79,5,0,74
39163,Vinton,Ohio,US,39.25208988,-82.4831444,6,0,0,6
24027,Howard,Maryland,US,39.25305293,-76.93126208,867,19,0,848
17117,Macoupin,Illinois,US,39.26119767,-89.92424028,30,0,0,30
6115,Yuba,California,US,39.26255932,-121.3535644,18,1,0,17
17035,Cumberland,Illinois,US,39.27432424,-88.2401158,3,0,0,3
54033,Harrison,West Virginia,US,39.2853852,-80.37919577,30,1,0,29
8039,Elbert,Colorado,US,39.28656773,-104.1358721,29,1,0,28
20161,Riley,Kansas,US,39.28935726,-96.73420026,49,0,0,49
24510,Baltimore City,Maryland,US,39.30211911,-76.61151012,2068,112,0,1956
6057,Nevada,California,US,39.30394768,-120.7627281,41,1,0,40
8063,Kit Carson,Colorado,US,39.30497777,-102.6022199,21,2,0,19
,,Tianjin,China,39.3054,117.323,190,3,184,3
18031,Decatur,Indiana,US,39.30712658,-85.50087166,200,28,0,172
54037,Jefferson,West Virginia,US,39.30776166,-77.86014147,79,1,0,78
29047,Clay,Missouri,US,39.31132056,-94.41850862,70,2,0,68
18119,Owen,Indiana,US,39.31145587,-86.83900724,23,1,0,22
54027,Hampshire,West Virginia,US,39.32103553,-78.60826476,7,1,0,6
8035,Douglas,Colorado,US,39.33133796,-104.930001,478,22,0,456
39009,Athens,Ohio,US,39.33425634,-82.04278644,3,1,0,2
17023,Clark,Illinois,US,39.33425789,-87.78705622,5,0,0,5
54091,Taylor,West Virginia,US,39.33602617,-80.0421439,6,0,0,6
39141,Ross,Ohio,US,39.33705391,-83.06000914,39,1,0,38
29163,Pike,Missouri,US,39.34310674,-91.16980779,11,0,0,11
20027,Clay,Kansas,US,39.34948772,-97.16518128,4,1,0,3
20179,Sheridan,Kansas,US,39.35018161,-100.4418259,2,0,0,2
20163,Rooks,Kansas,US,39.35022773,-99.32484567,6,0,0,6
20141,Osborne,Kansas,US,39.3503437,-98.76753828,2,0,0,2
20181,Sherman,Kansas,US,39.35147699,-101.7197624,4,0,0,4
29177,Ray,Missouri,US,39.3537468,-93.98905745,12,0,0,12
17061,Greene,Illinois,US,39.35907414,-90.388865,3,0,0,3
54073,Pleasants,West Virginia,US,39.37091679,-81.16771771,2,0,0,2
34011,Cumberland,New Jersey,US,39.37199394,-75.10712559,723,12,0,711
,Central Utah,Utah,US,39.37231946,-111.5758676,23,0,0,23
20149,Pottawatomie,Kansas,US,39.37925655,-96.34564657,13,0,0,13
29165,Platte,Missouri,US,39.38154439,-94.77068479,32,0,0,32
17173,Shelby,Illinois,US,39.39133527,-88.80611122,10,1,0,9
20123,Mitchell,Kansas,US,39.39331582,-98.20906732,3,0,0,3
18021,Clay,Indiana,US,39.39561833,-87.11723506,20,1,0,19
,,,Portugal,39.3999,-8.2245,25045,989,1519,22537
18047,Franklin,Indiana,US,39.4142482,-85.06062647,97,7,0,90
39027,Clinton,Ohio,US,39.41485808,-83.80852286,29,0,0,29
54057,Mineral,West Virginia,US,39.41561583,-78.94104895,17,0,0,17
20085,Jackson,Kansas,US,39.41673394,-95.79356799,2,0,0,2
39165,Warren,Ohio,US,39.42581994,-84.16557457,146,11,0,135
29033,Carroll,Missouri,US,39.42762566,-93.50626255,3,0,0,3
18167,Vigo,Indiana,US,39.42944561,-87.39169027,64,6,0,58
6045,Mendocino,California,US,39.4381191,-123.3911313,12,0,0,12
29175,Randolph,Missouri,US,39.44007257,-92.4971374,8,0,0,8
39017,Butler,Ohio,US,39.44012838,-84.57388716,281,7,0,274
32033,White Pine,Nevada,US,39.44157041,-114.899966,3,0,0,3
32029,Storey,Nevada,US,39.44875482,-119.5250207,0,0,0,0
39167,Washington,Ohio,US,39.45690571,-81.49121382,98,12,0,86
24005,Baltimore,Maryland,US,39.45784712,-76.62911955,2831,123,0,2708
54003,Berkeley,West Virginia,US,39.46704621,-78.02414609,145,1,0,144
54077,Preston,West Virginia,US,39.46770987,-79.66712803,13,0,0,13
54095,Tyler,West Virginia,US,39.46811972,-80.88772676,3,0,0,3
24021,Frederick,Maryland,US,39.47296601,-77.39999394,918,56,0,862
34001,Atlantic,New Jersey,US,39.47538693,-74.65848483,964,41,0,923
18109,Morgan,Indiana,US,39.47899078,-86.44573375,152,4,0,148
20029,Cloud,Kansas,US,39.48028352,-97.64925343,4,0,0,4
18081,Johnson,Indiana,US,39.48994426,-86.10149107,579,62,0,517
39073,Hocking,Ohio,US,39.49537927,-82.47991446,18,1,0,17
54049,Marion,West Virginia,US,39.50984542,-80.24244659,45,2,0,43
29041,Chariton,Missouri,US,39.51499357,-92.9629191,5,0,0,5
17029,Coles,Illinois,US,39.51949084,-88.22358557,22,1,0,21
18145,Shelby,Indiana,US,39.52305623,-85.7915857,201,12,0,189
24023,Garrett,Maryland,US,39.52786077,-79.27355126,4,0,0,4
29173,Ralls,Missouri,US,39.52817427,-91.51838643,1,0,0,1
20005,Atchison,Kansas,US,39.53185661,-95.30870026,9,0,0,9
17021,Christian,Illinois,US,39.54581621,-89.27780482,30,4,0,26
,,Hebei,China,39.549,116.1306,328,6,318,4
24025,Harford,Maryland,US,39.55010644,-76.3077594,414,13,0,401
54065,Morgan,West Virginia,US,39.55439028,-78.26311676,11,0,0,11
39047,Fayette,Ohio,US,39.56021306,-83.4562016,15,0,0,15
24013,Carroll,Maryland,US,39.56453592,-77.02373735,436,46,0,390
